"File","Line","Severity","Pattern","Code","Description","Fix"
"lib\features\event_details_page.dart","54","MEDIUM","StringInterpolation","SnackBar(content: Text('Failed to update attendance: $e')),","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\features\event_details_page.dart","98","MEDIUM","StringInterpolation","SnackBar(content: Text('Failed to delete event: $e')),","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\features\event_details_page.dart","381","CRITICAL","NullAssertion","backgroundImage: NetworkImage(user!.photos.first),","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\features\events_page.dart","95","MEDIUM","StringInterpolation","Text('Error loading events: $error'),","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\features\events_page.dart","174","MEDIUM","StringInterpolation","child: Text('Error loading your events: $error'),","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\features\events_page.dart","218","MEDIUM","StringInterpolation","child: Text('Error loading attending events: $error'),","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\features\home_page.dart","101","MEDIUM","StringInterpolation","error: (error, stack) => Text('Error loading profile: $error'),","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\features\home_page.dart","143","MEDIUM","StringInterpolation","error: (error, stack) => Text('Error loading events: $error'),","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\features\home_page.dart","171","MEDIUM","StringInterpolation","error: (error, stack) => Text('Error loading messages: $error'),","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\features\home_page.dart","439","CRITICAL","NullAssertion","user?.displayName?.isNotEmpty == true ? Text(user!.displayName![0].toUpperCase()) : const Text('?'),","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\features\match_preferences_page.dart","100","HIGH","UnsafeToString","content: Text('Failed to save preferences: ${e.toString()}')),","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\features\match_preferences_page.dart","100","MEDIUM","StringInterpolation","content: Text('Failed to save preferences: ${e.toString()}')),","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\features\match_preferences_page.dart","140","HIGH","UnsafeToString","initialValue: _minAge.toString(),","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\features\match_preferences_page.dart","165","HIGH","UnsafeToString","initialValue: _maxAge.toString(),","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\features\match_preferences_page.dart","277","HIGH","UnsafeToString","initialValue: _maxDistance.toString(),","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\features\profile_page.dart","61","CRITICAL","NullAssertion","if (!_formKey.currentState!.validate()) return;","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\features\profile_page.dart","90","MEDIUM","StringInterpolation","SnackBar(content: Text('Failed to update profile: $e')),","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\features\profile_page.dart","156","MEDIUM","StringInterpolation","Text('Error loading profile: $error'),","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\features\achievements\achievements_page.dart","37","MEDIUM","StringInterpolation","return Center(child: Text('Error: ${snapshot.error}'));","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\features\achievements\achievements_page.dart","119","HIGH","UnsafeToString","_buildStatItem('Unlocked', unlocked.toString(), Colors.green),","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\features\achievements\achievements_page.dart","120","HIGH","UnsafeToString","_buildStatItem('Total', total.toString(), Colors.blue),","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\features\admin\admin_dashboard_page.dart","67","MEDIUM","StringInterpolation","return Text('Error: ${snapshot.error}');","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\features\admin\admin_dashboard_page.dart","226","CRITICAL","NullAssertion","return Colors.red[900]!;","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\features\admin\admin_dashboard_page.dart","228","CRITICAL","NullAssertion","return Colors.red[700]!;","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\features\admin\admin_dashboard_page.dart","278","MEDIUM","StringInterpolation","SnackBar(content: Text('Report $status')),","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\features\admin\admin_dashboard_page.dart","285","MEDIUM","StringInterpolation","SnackBar(content: Text('Error: $e')),","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\features\app\screens\admin_dashboard_page.dart","59","HIGH","UnsafeToString","'Total Users', _userCount.toString(), Colors.blue),","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\features\app\screens\admin_dashboard_page.dart","62","HIGH","UnsafeToString","_flaggedMessagesCount.toString(), Colors.orange),","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\features\app\screens\admin_dashboard_page.dart","65","HIGH","UnsafeToString","'User Reports', _reportsCount.toString(), Colors.red),","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\features\app\screens\email_verification_page.dart","54","MEDIUM","StringInterpolation","content: Text('Error sending email: $e'),","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\features\app\screens\home_page.dart","84","CRITICAL","NullAssertion","_profile!.bio!,","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\features\app\screens\home_page.dart","92","CRITICAL","NullAssertion","""📍 ${_profile!.location!}"",","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\features\app\screens\home_page.dart","99","CRITICAL","NullAssertion","""Interests: ${_profile!.interests!.join("", "")}"",","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\features\app\screens\matches_page.dart","48","MEDIUM","StringInterpolation","content: Text('Error generating matches: $e'),","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\features\app\screens\matches_page.dart","94","MEDIUM","StringInterpolation","content: Text('Error: $e'),","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\features\app\screens\matches_page.dart","110","MEDIUM","StringInterpolation","content: Text('Error: $e'),","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\features\app\screens\matches_page.dart","189","MEDIUM","StringInterpolation","Text('Error loading matches: $error'),","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\features\app\screens\profile_edit_page.dart","145","MEDIUM","StringInterpolation","SnackBar(content: Text('Error selecting image: $e')),","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\features\app\screens\profile_edit_page.dart","173","MEDIUM","StringInterpolation","SnackBar(content: Text('Error uploading photo: $e')),","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\features\app\screens\profile_edit_page.dart","184","CRITICAL","NullAssertion","return NetworkImage(_selectedImage!.path);","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\features\app\screens\profile_edit_page.dart","186","CRITICAL","NullAssertion","return FileImage(File(_selectedImage!.path));","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\features\app\screens\profile_edit_page.dart","195","CRITICAL","NullAssertion","if (!_formKey.currentState!.validate()) return;","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\features\app\screens\profile_edit_page.dart","232","MEDIUM","StringInterpolation","SnackBar(content: Text('Error updating profile: $e')),","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\features\app\screens\profile_edit_page.dart","342","CRITICAL","NullAssertion","ValidationHelpers.areEqualIgnoreCase(value, user!.email)) {","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\features\auth\forgot_password_page.dart","42","HIGH","UnsafeToString","content: Text('Failed to send reset email: ${e.toString()}')),","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\features\auth\forgot_password_page.dart","42","MEDIUM","StringInterpolation","content: Text('Failed to send reset email: ${e.toString()}')),","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\features\auth\testable_login_page.dart","59","HIGH","UnsafeToString","_errorMessage = e.toString();","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\features\auth\screens\neon_signup_page.dart","41","CRITICAL","NullAssertion","if (!_formKey.currentState!.validate()) return;","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\features\auth\screens\neon_signup_page.dart","68","CRITICAL","NullAssertion",".doc(userCredential.user!.uid)","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\features\auth\screens\neon_signup_page.dart","70","CRITICAL","NullAssertion","'uid': userCredential.user!.uid,","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\features\auth\screens\neon_splash_page.dart","107","MEDIUM","StringInterpolation","SnackBar(content: Text('Error: $e')),","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\features\browse\screens\browse_rooms_paginated_page.dart","66","MEDIUM","StringInterpolation","subtitle: Text('${room.participantIds.length} members • ${room.viewerCount} viewers'),","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
